,Laptop Brand,Price,Series,Model,Utility,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Anti Glare Screen,Features,Ethernet,WiFi,Bluetooth,USB Ports,HDMI,Card Reader,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Touchpad,Inbuilt Microphone,Speakers,Sound,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,Dedicated Memory,RAM,RAM Bus Speed,Maximum RAM Supported,Solid State Drive,SSD Interface,Battery,Included Software,Sales Package,Other Features,Thunderbolt,Fingerprint Sensor,Security Lock Port,RAM Slots,Chipset,Hard Disk Capacity,Battery Backup,Aspect Ratio,Adapter Type,Hard Disk Speed,Country of Origin,Refresh Rate,USB Port Details,Battery Details,Other Ports,Optane Memory,Max SSD Supported,Display Port,Micro SD Card Reader,Hard Disk Interface,Rear Camera,GPU Clock Speed,VGA
500,Dell,"₹83,900",Core i7,10750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),254 x 366 x 22 mm,2.3 kg,1 year Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Backlit IPS Display (Refresh Rate: 60 Hz),No,IEEE 802.11ac,v5,"1 x USB 3.0, 2 x USB 2.0",1 x HDMI v1.4b Port,"3-in-1 Card Reader (SD, SDHC, SDXC)",Yes,Yes,Yes,"English International , Yes",Yes,Yes,Built-in Microphone,Built-in Dual Speakers,Waves Maxx Audio,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650,GDDR6 4 GB,8 GB DDR4,2666 MHz,Upto 32 GB,512 GB,,3 Cell Battery,Microsoft Office Home and Student 2019,"Laptop, Power Adaptor, User Guide, Warranty Documents",Li-ion Battery,,Yes,Kensington Lock Port,2,,,Upto 6 hours,,,,,,,,,,,,,,,,
501,Dell,"₹68,606",Core i5,10300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),254 x 366 x 22 mm,2.3 kg,1 year Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Backlit IPS Display,No,IEEE 802.11ac,v5,"1 x USB 3.0, 2 x USB 2.0",1 x HDMI v1.4b Port,"3-in-1 Card Reader (SD, SDHC, SDXC)",Yes,Yes,Yes,"English International , Yes",Yes,Yes,Built-in Microphone,Built-in Dual Speakers,Waves Maxx Audio,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650,GDDR6 4 GB,8 GB DDR4,2666 MHz,Upto 32 GB,256 GB,,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",Li-ion Battery,,Yes,Kensington Lock Port,2,,1 TB,Upto 6 hours,,,,,,,,,,,,,,,,
502,Lenovo,"₹79,750",Core i5,10300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 249.6 x 24.9 mm,2.2 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (250 nits Brightness, 45% Gamut, 60 Hz Refresh Rate)",100/1000 Mbps (Gigabit Ethernet),IEEE 802.11ax (2x2),v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"Blue Backlit English Keyboard, Yes",Yes,Multi-touch Touchpad,Integrated Dual Array Microphone,Built-in Dual Speakers,2 x 1.5 W Stereo Speakers with Dolby Audio,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650,GDDR6 4 GB,8 GB DDR4,2933 MHz,,256 GB,,3 Cell Battery,,"Laptop, Power Adaptor, Lenovo Gaming M100 RGB Mouse, User Guide, Warranty Documents",45 WHr Li-ion Polymer Battery with Quick Charge Support,,,,2,Intel HM470,1 TB,Upto 8 hours,16:09,,5400 RPM,,,,,,,,,,,,,
503,Acer,"₹57,090",Core i5,9300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),363.4 x 254.5 x 23.25 mm,2.15 kg,1 year Warranty,LCD ,No,15.6 inches,1920 x 1080 pixels,~ 141,No,Full HD LED Backlit ComfyView TFT LCD Display ,"Gigabit Ethernet, Wake-on-LAN Ready",IEEE 802.11a/b/g/n/ac,v5,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,"FineTip with Independent Standard Numeric Keypad (International Language Support), Yes",Yes,Multi-gesture Touchpad,Built-in Dual Microphone,Built-in Dual Speakers,Stereo Speakers,No,Intel Core i5,"2.4 GHz, Quad Core Turbo Boost Upto 4.1 GHz",8 MB,NVIDIA,9th Gen,NVIDIA Geforce GTX 1650 Ti,GDDR6 4 GB,8 GB DDR4,,Upto 32 GB,512 GB,,3 Cell Battery,"Acer Collection, Acer Product Registration, Quick Access, Acer Care Center","Laptop, Power Adaptor, User Guide, Warranty Documents",48 WHr Li-ion Battery,,,Kensington Lock Slot,2,,,Upto 8.5 hours,16:09,,,,,,,,,,,,,,,
504,HP,"₹63,500",Core i5,9300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 256 x 23.4 mm,2.27 kg,1 year Onsite Warranty,WLED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD WLED Backlit IPS Display (250 nits Brightness, 45% NTSC Color Gamut)",Integrated 10/100/1000 Gigabit LAN,IEEE 802.11 b/g/n/ac (2x2),v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI v2.0 Port,"3-in-1 Card Reader (SD, SDHC, SDXC)",Yes,Yes,Yes,"Full-size Island-style Ghost White with Numeric Keypad, Yes",Yes,HP Imagepad with Multi-touch Gesture Support (Precision Touchpad Support),Integrated Dual Array Digital Microphone,Built-in Dual Speakers,Audio by Bang & Olufsen,No,Intel Core i5,"2.4 GHz, Quad Core Turbo Boost Upto 4.1 GHz",8 MB,NVIDIA,9th Gen,NVIDIA Geforce GTX 1650,GDDR5 4 GB,8 GB DDR4,2666 MHz,,,,3 Cell Battery,"HP Support Assistant, HP Audio Boost, HP Audio Switch, HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Jumpstarts, Microsoft Office Home and Student 2019","Laptop, Power Adaptor, User Guide, Warranty Documents","52.5 WHr Li-ion Polymer Battery with Fast Charge Support, Miracast Compatible",,,,2,,1 TB,,,,5400 RPM,,,,,,,,,,,,,
505,HP,"₹66,994",Ryzen 5 ,4600H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 257 x 23.5 mm,2.19 kg,1 year Onsite Warranty,WLED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD WLED Backlit IPS Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut, 144 Hz Refresh Rate)",Integrated 10/100/1000 Gigabit LAN,Intel Wi-Fi 6 AX 200 (2x2),v5,"1 x USB Type-C, 1 x USB 2.0",1 x HDMI v2.0 Port,"3-in-1 Card Reader (SD, SDHC, SDXC)",Yes,Yes,Yes,"Full-size Island-style Ultra Violet with Numeric Keypad, Yes",Yes,HP Imagepad with Multi-touch Gesture Support (Precision Touchpad Support),Integrated Dual Array Digital Microphone,Built-in Dual Speakers,Audio by Bang & Olufsen,No,AMD Ryzen 5 ,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",11 MB,NVIDIA,4th Gen,NVIDIA Geforce GTX 1650,GDDR6 4 GB,8 GB DDR4,3200 MHz,,256 GB,,3 Cell Battery,"HP Documentation, HP e-service, HP BIOS Recovery, HP Smart, HP Jumpstarts, HP Audio Switch, HP Audio Boost, HP Support Assistant, HP SSRM, Dropbox","Laptop, Power Adaptor, User Guide, Warranty Documents","52.5 WHr Li-ion Polymer Battery with Fast Charge Support, MU-MIMO Supported, Miracast Compatible",,,,,,1 TB,,,,7200 RPM,,,,,,,,,,,,,
506,HP,"₹63,494",Ryzen 5 ,4600H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 257 x 23.5 mm,2.19 kg,1 year Onsite Warranty,WLED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD WLED Backlit IPS Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut, 144 Hz Refresh Rate)",Integrated 10/100/1000 Gigabit LAN,Intel Wi-Fi 6 AX 200 (2x2),v5,"1 x USB Type-C, 1 x USB 2.0",1 x HDMI v2.0 Port,"3-in-1 Card Reader (SD, SDHC, SDXC)",Yes,Yes,Yes,"Full-size Island-style Ultra Violet with Numeric Keypad, Yes",Yes,HP Imagepad with Multi-touch Gesture Support (Precision Touchpad Support),Integrated Dual Array Digital Microphone,Built-in Dual Speakers,Audio by Bang & Olufsen,No,AMD Ryzen 5 ,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",11 MB,NVIDIA,4th Gen,NVIDIA Geforce GTX 1650 Ti,GDDR6 4 GB,8 GB DDR4,3200 MHz,,256 GB,,3 Cell Battery,"HP Documentation, HP e-service, HP BIOS Recovery, HP Smart, HP Jumpstarts, HP Audio Switch, HP Audio Boost, HP Support Assistant, HP SSRM, Dropbox","Laptop, Power Adaptor, User Guide, Warranty Documents","52.5 WHr Li-ion Polymer Battery with Fast Charge Support, MU-MIMO Supported, Miracast Compatible",,,,,,1 TB,,,,7200 RPM,,,,,,,,,,,,,
507,HP,"₹59,890",Ryzen 5 ,3550H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 257 x 23.5 mm,2.04 kg,1 year Onsite Warranty,WLED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD WLED Backlit IPS Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut, 141 ppi)",Integrated 10/100/1000 Gigabit LAN,Realtek Wi-Fi 5 (2x2),v5,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",1 x HDMI v2.0 Port,"3-in-1 Card Reader (SD, SDHC, SDXC)",Yes,Yes,Yes,"Full-size Island-style Ghost White with Numeric Keypad, Yes",Yes,HP Imagepad with Multi-touch Gesture Support (Precision Touchpad Support),Integrated Dual Array Digital Microphone,Built-in Dual Speakers,Audio by Bang & Olufsen,No,AMD Ryzen 5 ,"2.1 GHz, Quad Core Turbo Boost Upto 3.7 GHz",2 MB,NVIDIA,,NVIDIA Geforce GTX 1650,GDDR5 4 GB,8 GB DDR4,2400 MHz,,,,3 Cell Battery,"HP Documentation, HP e-service, HP BIOS Recovery, HP Smart, HP Jumpstarts, HP Audio Switch, HP Audio Boost, HP Support Assistant, HP SSRM, Dropbox","Laptop, Power Adaptor, User Guide, Warranty Documents","52.5 WHr Li-ion Polymer Battery with Fast Charge Support, MU-MIMO Supported, Miracast Compatible",,,,,,1 TB,,,,5400 RPM,,,,,,,,,,,,,
508,HP,"₹66,400",Core i5,9300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 256 x 23 mm,2.28 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,No,Full HD LED Backlit Display,Integrated 10/100/1000 Gigabit LAN,IEEE 802.11b/g/n/ac (2x2),v5,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,Micro SD Card Reader,Yes,Yes,Yes,"Full-size Island-style Ultra Violet with Numeric Keypad, Yes",Yes,Multi-gesture Touchpad,Built-in Microphone,Built-in Dual Speakers,,No,Intel Core i5,"2.4 GHz, Quad Core Turbo Boost Upto 4.1 GHz",8 MB,NVIDIA,9th Gen,NVIDIA Geforce GTX 1650,GDDR5 4 GB,8 GB DDR4,2666 MHz,,256 GB,,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",Li-ion Battery,,,,,Intel HM370,1 TB,,,,,,,,,,,,,,,,,
509,HP,"₹70,000",Ryzen 5 ,4600H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),357 x 239 x 22.5 mm,2.37 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,No,Full HD LED Backlit Display,Integrated 10/100/1000 Gigabit LAN,Intel Wi-Fi 6 AX 200 (2x2),v5,"1 x USB Type-C, 1 x USB 2.0",1 x HDMI v2.0b Port,Multi-format SD Media Card Reader,Yes,Yes,Yes,"Full-size Island-style One Zone Dragon White , Yes",Yes,Multi-gesture Touchpad,Built-in Microphone,Built-in Dual Speakers,,No,AMD Ryzen 5 ,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",11 MB,NVIDIA,4th Gen,NVIDIA Geforce GTX 1650 Ti,GDDR6 4 GB,8 GB DDR4,3200 MHz,Upto 16 GB,512 GB,,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",Li-ion Battery,,,,2,,,,,,,,,,,,,,,,,,,
510,HP,"₹59,990",Ryzen 5 ,3550H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 257 x 23.5 mm,1.98 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,No,Full HD LED Backlit Display,Integrated 10/100/1000 Gigabit LAN,Realtek Wi-Fi 5 (2x2),v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,Micro SD Card Reader,Yes,Yes,Yes,"Full-size Island-style Ultra Violet with Numeric Keypad, Yes",Yes,Multi-gesture Touchpad,Built-in Microphone,Built-in Dual Speakers,Bang and Olufsen Sound,No,AMD Ryzen 5 ,"2.1 GHz, Quad Core Turbo Boost Upto 3.7 GHz",6 MB,NVIDIA,,NVIDIA Geforce GTX 1650,GDDR5 4 GB,8 GB DDR4,2400 MHz,,512 GB,,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",52.5 WHr Li-ion Battery,,,,,,,,,,,,,,,,,,,,,,,
511,Lenovo,"₹65,500",Core i5,9300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),363 x 254.6 x 23.9 mm,2.19 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Backlit IPS Display ,100/1000 Mbps,2x2 AC,v4.2,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"English Backlit Blue Keyboard, Yes",Yes,Yes,Dual Array Microphone,Built-in Dual Speakers,2 x 1.5 W Stereo Speakers with Dolby Audio,No,Intel Core i5,"2.4 GHz, Quad Core Turbo Boost Upto 4.1 GHz",8 MB,NVIDIA,9th Gen,NVIDIA Geforce GTX 1650,GDDR5 4 GB,8 GB DDR4,2400 MHz,,,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",45 WHr Li-ion Battery,,,,,Intel HM370,1 TB,Upto 9 hours,16:09,,5400 RPM,,,,,,,,,,,,,
512,HP,"₹62,250",Ryzen 5 ,3550H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 257 x 23.5 mm,2.04 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,No,Full HD LED Backlit Display,Integrated 10/100/1000 Gigabit LAN,Realtek Wi-Fi 5 (2x2),v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,Micro SD Card Reader,Yes,Yes,Yes,"Full-size Island-style Ultra Violet with Numeric Keypad, Yes",Yes,Multi-gesture Touchpad,Built-in Microphone,Built-in Dual Speakers,Bang and Olufsen Sound,No,AMD Ryzen 5 ,"2.1 GHz, Quad Core Turbo Boost Upto 3.7 GHz",6 MB,NVIDIA,,NVIDIA Geforce GTX 1650,GDDR5 4 GB,8 GB DDR4,2400 MHz,,,,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",52.5 WHr Li-ion Battery,,,,,,1 TB,,,,5400 RPM,,,,,,,,,,,,,
513,MSI,"₹99,990",Core i7,9750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 254 x 21.7 mm,1.86 kg,2 years Warranty,,No,15.6 inches,1920 x 1080 pixels,~ 141,No,"Full HD LED Backlit IPS Thin Bezel Display (144 Hz Refresh Rate, 72% NTSC, Close to 100% sRGB)",Gigabit LAN,Intel Wireless-AC 9560,v5,"2 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Backlight Keyboard (Single Red Color),Yes,Yes,Built-in Microphone,Built-in Dual Speakers,2 x 2 W Stereo Speakers,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,9th Gen,NVIDIA Geforce RTX 2060,GDDR6 6 GB,16 GB DDR4,2666 MHz,,512 GB,,3 Cell Battery,"Shift, Cooler Boost 5, True Color 2.0, Nahimic 3","Laptop, Power Adaptor, User Guide, Warranty Documents",51 WHr Li-Polymer Battery,,,,2,Intel HM370,,,,180 W AC Adapter,,,,,,,,,,,,,,
514,HP,"₹69,000",Ryzen 5 ,3550H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 257 x 23.5 mm,1.98 kg,1 year Onsite Warranty,WLED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD WLED Backlit IPS Micro-edge Display,Integrated 10/100/1000 Gigabit LAN,Realtek Wi-Fi 5 (2x2),v5,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",1 x HDMI v2.0 Port,SD Media Card Reader,Yes,Yes,Yes,"Full-size Island-style Ghost White with Numeric Keypad, Yes",Yes,Multi-touch Gesture Support,Integrated Dual Array Digital Microphone,Built-in Dual Speakers,"Bang and Olufsen Sound, HP Audio Boost",No,AMD Ryzen 5 ,"2.1 GHz, Quad Core Turbo Boost Upto 3.7 GHz",2 MB,NVIDIA,,NVIDIA Geforce GTX 1050,GDDR5 3 GB,8 GB DDR4,2400 MHz,,,,3 Cell Battery,"HP Audio Switch, HP Documentation, HP e-Service, HP JumpStart, HP Support Assistant, HP Connection Optimizer, HP PC Hardware Diagnostics Windows","Laptop, Power Adaptor, User Guide, Warranty Documents","52.5 WHr Li-ion Battery, Miracast Compatible",,,,,,1 TB,Upto 7.5 hours,,135 W AC Adapter,5400 RPM,,,,,,,,,,,,,
515,Asus,"₹2,79,990",Core i7,10875H,Gaming,Netbook,Windows 10 Home (64-bit),360 x 268 x 20 mm,2.4 kg,No Warranty,IPS ,No,15.6 inches,3840 x 2160 pixels,~ 282,Yes,,,802.11ax,v5,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.0b Port,,Yes,Yes,Yes,Per-key RGB lighting,Yes,Yes,Array Microphone,2 x 4W speakers,"Smart AMP technology ESS, High-res certified",No,Intel,"2.3 GHz, Octa Core Turbo Boost Upto 5.1 GHz",16 MB,NVIDIA,10th Gen,NVIDIA GeForce RTX 2070,GDDR6  8 GB,16 GB DDR4 ,3200 MHz,Upto 32 GB,1 TB,,,Screen Xpert (with ROG theme) Armoury Crate Xsplit Gamecaster,,,Thunderbolt 3 and Power Delivery 3.0,,,,,,,,240W Power Adaptor Support Type-C PD 3.0 up to 65W,,,,,,,,,,,,,Upto 1.39 GHz,
516,Acer,"₹79,800",Core i5,9300H,Gaming,Netbook,Windows 10 Home Basic (64-bit),,2.5 kg,1 year Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,No,"Full HD with IPS (In-Plane Switching) technology, high-brightness Display",No,802.11 a/b/g/n/ac,v5,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,Gaming Keyboard,Yes,Multi-touch Gesture Support,Digital Microphone,Dual Speakers,,No,Intel,"2.4 GHz, Quad Core Turbo Boost Upto 4.1 GHz",8 MB,NVIDIA,9th Gen,NVIDIA GeForce GTX 1650,4 GB,8 GB DDR4,,Upto 32 GB,256 GB,,4 Cell Battery,,,,,,,1,,1 TB,,,,5400 RPM,,,,,,,,,,SATA,,,
517,Asus,"₹79,190",Core i7,9750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 248 x 21.9 mm,2.14 kg,1 year Warranty,"Full HD LED Backlit Wide View Narrow Border Display (250 nits Brightness, 45% NTSC, 16:9 Aspect Ratio, 120 Hz Refresh Rate)",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,10/100/1000 Mbps,IEEE 802.11ax (Wi-Fi 6),v5,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",1 x HDMI v1.4 Port,Micro SD Card Reader,Yes,,Yes,Illuminated Chiclet Keyboard,Yes,Yes,Built-in Microphone,Built-in Speaker,Immersive Harman Kardon Audio with Sonic Master Audio Technology,No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,9th Gen,Geforce GTX 1650,GDDR5 4 GB,16 GB DDR4,,,512 GB,,3 Cell Battery,"Asus GiftBox, ICEsound, Asus Splendid","Laptop, Power Adaptor, User Guide, Warranty Documents","42 WHr Li-ion Battery, AC Adapter: Output - 19 V DC (7.89 A), Input: 100 - 240 V AC, 50/60 Hz (Universal)",,Yes,,,Intel HM370,,,, 150 W AC Adapter,,,,,,,32 GB,,,,,,,
518,Asus,"₹1,95,000",Ryzen 7,4800HS,"Gaming, Performance",Netbook,Windows 10 (64-bit),,,1 year Warranty,FHD,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,RJ-45,Wi-Fi 6 ,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,No,,Yes,Yes,Yes,,,No,AMD,Octa Core,,Nvidia,,GeForce RTX 2060,6 GB,32 GB DDR4,3200 MHz,,1 TB,,4 Cell Battery,,,,,,,,,,,,,,,,,,,,,,,,,,
519,MSI,"₹3,11,599",Core i9,GE66 Raider,"Gaming, Performance",Ultrabook,Windows 10 (64-bit),,,1 year Warranty,FHD,No,15.6 inches,1920 x 1090 pixels,~ 142,Yes,Blazing fast 300Hz displays,,Yes,Yes,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,Yes,Yes,Yes,Yes,,Yes,Multi-Gesture Touch pad ,Yes,,,No,Intel Core i9,,,NVIDIA,10th Gen,NVIDIA RTX GPU,16 GB,32 GB,,,2 TB,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
520,Lenovo,"₹46,200",Core i5,8250U,Gaming,Netbook,DOS FreeDos,,1.7 kg,1 year Warranty,LED,No,14 inches,1920 x 1080 pixels,~ 157,Yes,Full HD LED Backlit Display,,802.11 a/b/g/n/ac,v4,"2 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,Yes,Yes,Yes,Yes,Standard Notebook Keyboard,,Multi-touch gesture support,Internal Microphone,Stereo Speakers,,No,Intel,"1.6 GHz, Quad Core Turbo Boost Upto 3.4 GHz",6 MB,Intel,8th Gen,Intel UHD 620,,4 GB DDR4,2133 MHz,,,,2 Cell Battery,,,,,,Yes,1,,1 TB,,,30W AC Adapter,7200 RPM,,,,,,,,,,SATA,,,Yes
521,MSI,"₹2,49,999",Core i9,GT76 Titan DT 9SG,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),397 x 330 x 33 mm,4.2 kg,2 years Warranty,LED FHD,No,17.3 inches,3840 x 2160 pixels,~ 255,Yes,"Ultra HD (4K) LED Backlit IPS Display (with 60 Hz Refresh Rate, 100% Adobe RGB)",Killer E2500,Killer 1550 (2x2),v5,"1 x USB Type-C, 5 x USB 3.0",1 x HDMI Port,"3-in-1 Card Reader (SD, SDHC, SDXC)",Yes,Yes,Yes,Rapid Mechanical Per Key RGB Steel Series Keyboard,Yes,Yes,Built-in Microphone,Built-in Speakers,2x 2W Speaker,No,Intel Core i9,"2.4 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,9th Gen,GeForce RTX 2080,GDDR6 8 GB,16 GB DDR4,2666 MHz,,128 GB,,8 Cell Battery,"Cooler Boost, Dragon Center 2.0, Nahimic 3, True Color 2.0","Laptop, Power Adaptor, User Guide, Warranty Documents","Thunderbolt, Lithium Ion Battery",Yes,,,,,,Upto 90 hours,,2x 230W Adapter,,,,,,,,,,,,,,
522,HP,"₹74,000",Ryzen 5 ,3550H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 256 x 23.4 mm,2.19 kg,1 year Warranty,"Full HD WLED Backlit IPS Narrow Bezel Display (250 nits Brightness, 141 ppi, 60 Hz Refresh Rate, 45% Color Gamut, 82.29% Screen to Body Ratio)",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,Integrated 10/100/1000 Gigabit LAN,Realtek Wi-Fi 5 (2x2),v5,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",1 x HDMI v2.0 Port,"3-in-1 Card Reader (SD, SDHC, SDXC)",Yes,,Yes,"Full-size Island-style Ultra Violet with Numeric Keypad, Yes",Yes,HP Imagepad with Multi-touch Gesture Support,Built-in Dual Array Digital Microphone,Built-in Dual Speakers,"Bang and Olufsen Play with DTS Studio Sound, HP Audio Boost 1.0",No,AMD Ryzen 5 ,"2.1 GHz, Quad Core Turbo Boost Upto 3.7 GHz",2 MB,NVIDIA,,NVIDIA Geforce GTX 1050,GDDR5 3 GB,8 GB DDR4,2400 MHz,,128 GB,,3 Cell Battery,"HP Audio Switch, HP Support Assistant, HP Documentation, HP Jumpstart, HP BIOS Recovery, HP Connection Optimizer, HP 3D DriveGuard (HDD Only), Dropbox","Laptop, Power Adaptor, User Guide, Warranty Documents","52.5 Whr Cylindrical Lithium Ion Polymer Battery with Fast Charge Supports, MU-MIMO Supported, Miracast Certified, Security: Energy Star Certified, EPEAT Silver Registered",,,,2,,1 TB,,,135 W AC Adapter,5400 RPM,,,,,,,,,,,,,
523,HP,"₹74,000",Core i5,1035G1,"Everyday Use, Gaming",Netbook,Windows 10 (64-bit),361.6 x 245.6 x 1.79 mm,1.85 kg,One year,FHD,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,802.11a/b/g/n/ac,Yes,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,B&O dual speakers,HP Audio Boost,Yes,Intel Core i5,"1 GHz, Quad Core Turbo Boost Upto 3.6 GHz",6 MB,Nvidia,10th Gen,NVIDIA Geforce MX250,GDDR5 2 GB,8 GB DDR4,,,256 GB,,3 Cell Battery,,Main units,,,,,,,1 TB,Upto 4 hours,,,,,,,,,,,,,Serial ATA,,,
524,Asus,"₹96,012",Core i7,8565U,Gaming,Netbook,Windows 10 Home (64-bit),,1.3 kg,3 years Warranty,FHD,No,13.3 inches,1920 x 1080 pixels,~ 166,Yes,,No,Yes,Yes,2 x USB Type-C,,,,Yes,Yes,,,Glass-covered intelligent palm-rejection Precision Touchpad,Yes,,,No,Intel,"1.8 GHz, Quad Core Turbo Boost Upto 4.6 GHz",8 MB,Intel,8th Gen,Intel UHD Graphics 620,,8 GB,2133 MHz,,,,3 Cell Battery,,Laptop  Adapter  Warranty  User Guide  Manuals  Stylus,,Yes,Yes,Yes,,,512 GB,Upto 13 hours,,,,,,,,,,,,,SSD,,,
